date,state,tot_doses,doses,dose1,dose2,tot_ind
19/02/2021,Andhra Pradesh,476505,62467,403279,73226,403279
20/02/2021,Andhra Pradesh,501288,24783,413818,87470,413818
21/02/2021,Andhra Pradesh,509044,7756,418634,90410,418634
22/02/2021,Andhra Pradesh,534507,25463,431789,102718,431789
23/02/2021,Andhra Pradesh,559483,24976,448490,110993,448490
24/02/2021,Andhra Pradesh,596327,36844,476866,119461,476866
25/02/2021,Andhra Pradesh,639187,42860,510185,129002,510185
26/02/2021,Andhra Pradesh,673767,34580,535955,137812,535955
27/02/2021,Andhra Pradesh,673767,0,535955,137812,535955
28/02/2021,Andhra Pradesh,673767,0,535955,137812,535955
01/03/2021,Andhra Pradesh,673767,0,535955,137812,535955
02/03/2021,Andhra Pradesh,702035,28268,559569,142466,559569
03/03/2021,Andhra Pradesh,724119,22084,577662,146457,577662
04/03/2021,Andhra Pradesh,749445,25326,596324,153121,596324
05/03/2021,Andhra Pradesh,785259,35814,620332,164927,620332
06/03/2021,Andhra Pradesh,836177,50918,653058,183119,653058
07/03/2021,Andhra Pradesh,836337,160,653146,183191,653146
08/03/2021,Andhra Pradesh,886175,49838,688936,197239,688936
09/03/2021,Andhra Pradesh,740389,-145786,530098,210291,740389
10/03/2021,Andhra Pradesh,781210,40821,561939,219271,781210
11/03/2021,Andhra Pradesh,789453,8243,568693,220760,789453
12/03/2021,Andhra Pradesh,837831,48378,606440,231391,837831
13/03/2021,Andhra Pradesh,881112,43281,643857,237255,881112
14/03/2021,Andhra Pradesh,881921,809,644610,237311,881921
15/03/2021,Andhra Pradesh,955901,73980,708969,246932,955901
16/03/2021,Andhra Pradesh,1234075,278174,976078,257997,976078
17/03/2021,Andhra Pradesh,1380960,146885,1112607,268353,1112607
18/03/2021,Andhra Pradesh,1472043,91083,1194255,277788,1194255
19/03/2021,Andhra Pradesh,1569131,97088,1280956,288175,1280956
20/03/2021,Andhra Pradesh,1681001,111870,1381802,299199,1381802
21/03/2021,Andhra Pradesh,1689691,8690,1389085,300606,1389085
22/03/2021,Andhra Pradesh,1803338,113647,1494286,309052,1494286
23/03/2021,Andhra Pradesh,1939162,135824,1617797,321365,1617797
24/03/2021,Andhra Pradesh,2062333,123171,1729748,332585,1729748
25/03/2021,Andhra Pradesh,2211652,149319,1864559,347093,1864559
26/03/2021,Andhra Pradesh,2320613,108961,1960827,359786,1960827
27/03/2021,Andhra Pradesh,2451110,130497,2078246,372864,2078246
28/03/2021,Andhra Pradesh,2461015,9905,2086565,374450,2086565
29/03/2021,Andhra Pradesh,2527121,66106,2149525,377596,2149525
30/03/2021,Andhra Pradesh,2621769,94648,2234331,387438,2234331
31/03/2021,Andhra Pradesh,2725169,103400,2328018,397151,2328018
01/04/2021,Andhra Pradesh,2825721,100552,2421043,404678,2421043
02/04/2021,Andhra Pradesh,2898547,72826,2487480,411067,2487480
03/04/2021,Andhra Pradesh,2986837,88290,2566814,420023,2566814
04/04/2021,Andhra Pradesh,3047568,60731,2621707,425861,2621707
05/04/2021,Andhra Pradesh,3142814,95246,2706804,436010,2706804
06/04/2021,Andhra Pradesh,3207917,65103,2764322,443595,2764322
07/04/2021,Andhra Pradesh,3352010,144093,2890332,461678,2890332
08/04/2021,Andhra Pradesh,3496367,144357,3020007,476360,3020007
09/04/2021,Andhra Pradesh,3571106,74739,3081066,490040,3081066
10/04/2021,Andhra Pradesh,3803237,232131,3281351,521886,3281351
11/04/2021,Andhra Pradesh,3892459,89222,3362926,529533,3362926
12/04/2021,Andhra Pradesh,3913669,21210,3380423,533246,3380423
13/04/2021,Andhra Pradesh,3918519,4850,3383754,534765,3383754
14/04/2021,Andhra Pradesh,4558756,640237,3973533,585223,3973533
15/04/2021,Andhra Pradesh,4597442,38686,4003901,593541,4003901
16/04/2021,Andhra Pradesh,4603722,6280,4007469,596253,4007469
17/04/2021,Andhra Pradesh,4607860,4138,4009940,597920,4009940
18/04/2021,Andhra Pradesh,4613016,5156,4013140,599876,4013140
19/04/2021,Andhra Pradesh,4756582,143566,4140526,616056,4140526
20/04/2021,Andhra Pradesh,4927355,170773,4234572,692783,4234572
21/04/2021,Andhra Pradesh,4968449,41094,4257182,711267,4257182
22/04/2021,Andhra Pradesh,5327886,359437,4337021,990865,4337021
23/04/2021,Andhra Pradesh,5554779,226893,4464620,1090159,4464620
24/04/2021,Andhra Pradesh,5669867,115088,4543318,1126549,4543318
25/04/2021,Andhra Pradesh,5678642,8775,4547972,1130670,4547972
26/04/2021,Andhra Pradesh,5986083,307441,4761686,1224397,4761686
27/04/2021,Andhra Pradesh,6177693,191610,4904030,1273663,4904030
28/04/2021,Andhra Pradesh,6281949,104256,4955046,1326903,4955046
29/04/2021,Andhra Pradesh,6353841,71892,4988411,1365430,4988411
30/04/2021,Andhra Pradesh,6579034,225193,5112011,1467023,5112011
01/05/2021,Andhra Pradesh,6694297,115263,5174960,1519337,5174960
02/05/2021,Andhra Pradesh,6696325,2028,5176393,1519932,5176393
03/05/2021,Andhra Pradesh,6732767,36442,5195851,1536916,5195851
04/05/2021,Andhra Pradesh,6748028,15261,5204180,1543848,5204180
05/05/2021,Andhra Pradesh,6947225,199197,5273196,1674029,5273196
06/05/2021,Andhra Pradesh,7140106,192881,5345545,1794561,5345545
07/05/2021,Andhra Pradesh,7255219,115113,5393064,1862155,5393064
08/05/2021,Andhra Pradesh,7410800,155581,5436592,1974208,5436592
09/05/2021,Andhra Pradesh,7425692,14892,5443382,1982310,5443382
10/05/2021,Andhra Pradesh,7427778,2086,5443951,1983827,5443951
11/05/2021,Andhra Pradesh,7463899,36121,5450913,2012986,5450913
12/05/2021,Andhra Pradesh,7504394,40495,5459958,2044436,5459958
13/05/2021,Andhra Pradesh,7551945,47551,5470083,2081862,5470083
14/05/2021,Andhra Pradesh,7570886,18941,5474544,2096342,5474544
15/05/2021,Andhra Pradesh,7651927,81041,5484714,2167213,5484714
16/05/2021,Andhra Pradesh,7664356,12429,5487757,2176599,5487757
17/05/2021,Andhra Pradesh,7731254,66898,5504954,2226300,5504954
18/05/2021,Andhra Pradesh,7799705,68451,5518465,2281240,5518465
19/05/2021,Andhra Pradesh,7835404,35699,5529872,2305532,5529872
20/05/2021,Andhra Pradesh,7858242,22838,5540108,2318134,5540108
21/05/2021,Andhra Pradesh,7893522,35280,5553124,2340398,5553124
22/05/2021,Andhra Pradesh,7912356,18834,5564360,2347996,5564360
23/05/2021,Andhra Pradesh,7916347,3991,5565702,2350645,5565702
24/05/2021,Andhra Pradesh,8024687,108340,5657964,2366723,5657964
25/05/2021,Andhra Pradesh,8166313,141626,5791183,2375130,5791183
26/05/2021,Andhra Pradesh,8461498,295185,6077585,2383913,6077585
27/05/2021,Andhra Pradesh,9041673,580175,6646298,2395375,6646298
28/05/2021,Andhra Pradesh,9489396,447723,7076650,2412746,7076650
29/05/2021,Andhra Pradesh,9756270,266874,7274735,2481535,7274735
30/05/2021,Andhra Pradesh,9772924,16654,7288465,2484459,7288465
31/05/2021,Andhra Pradesh,9868747,95823,7356423,2512324,7356423
01/06/2021,Andhra Pradesh,10083415,214668,7553586,2529829,7553586
02/06/2021,Andhra Pradesh,10243842,160427,7696078,2547764,7696078
03/06/2021,Andhra Pradesh,10341301,97459,7786969,2554332,7786969
04/06/2021,Andhra Pradesh,10708410,367109,8141170,2567240,8141170
05/06/2021,Andhra Pradesh,10803822,95412,8231348,2572474,8231348
06/06/2021,Andhra Pradesh,10869971,66149,8293652,2576319,8293652
07/06/2021,Andhra Pradesh,11013621,143650,8429887,2583734,8429887
08/06/2021,Andhra Pradesh,11059995,46374,8472406,2587589,8472406
09/06/2021,Andhra Pradesh,11234803,174808,8637923,2596880,8637923
10/06/2021,Andhra Pradesh,11496440,261637,8891341,2605099,8891341
11/06/2021,Andhra Pradesh,11696369,199929,9085932,2610437,9085932
12/06/2021,Andhra Pradesh,11877129,180760,9257127,2620002,9257127
13/06/2021,Andhra Pradesh,11958631,81502,9335665,2622966,9335665
14/06/2021,Andhra Pradesh,12319387,360756,9683451,2635936,9683451
15/06/2021,Andhra Pradesh,12406367,86980,9765707,2640660,9765707
16/06/2021,Andhra Pradesh,12439899,33532,9795862,2644037,9795862
17/06/2021,Andhra Pradesh,12462701,22802,9817124,2645577,9817124
18/06/2021,Andhra Pradesh,12487466,24765,9838546,2648920,9838546
19/06/2021,Andhra Pradesh,12503233,15767,9850955,2652278,9850955
20/06/2021,Andhra Pradesh,13940560,1437327,11201229,2739331,11201229
21/06/2021,Andhra Pradesh,14011163,70603,11265333,2745830,11265333
22/06/2021,Andhra Pradesh,14058162,46999,11306134,2752028,11306134
23/06/2021,Andhra Pradesh,14091954,33792,11331864,2760090,11331864
24/06/2021,Andhra Pradesh,14404310,312356,11586263,2818047,11586263
25/06/2021,Andhra Pradesh,14525647,121337,11681453,2844194,
26/06/2021,Andhra Pradesh,14827546,301899,11920947,2906599,
27/06/2021,Andhra Pradesh,14868799,41253,11958632,2910167,
28/06/2021,Andhra Pradesh,15094679,225880,12120023,2974656,
29/06/2021,Andhra Pradesh,15389049,294370,12346836,3042213,
30/06/2021,Andhra Pradesh,15703354,314305,12587352,3116002,
01/07/2021,Andhra Pradesh,15985323,281969,12805075,3180248,
02/07/2021,Andhra Pradesh,16331596,346273,13098513,3233083,
03/07/2021,Andhra Pradesh,16441282,109686,13172868,3268414,
04/07/2021,Andhra Pradesh,16459822,18540,13188358,3271464,
05/07/2021,Andhra Pradesh,16582123,122301,13264570,3317553,
06/07/2021,Andhra Pradesh,16633924,51801,13298596,3335328,
07/07/2021,Andhra Pradesh,16676789,42865,13322285,3354504,
08/07/2021,Andhra Pradesh,16715911,39122,13347419,3368492,
09/07/2021,Andhra Pradesh,16752650,36739,13372990,3379660,
10/07/2021,Andhra Pradesh,16945717,193067,13472620,3473097,
11/07/2021,Andhra Pradesh,17054306,108589,13530165,3524141,
12/07/2021,Andhra Pradesh,17357400,303094,13680228,3677172,
13/07/2021,Andhra Pradesh,17589477,232077,13817568,3771909,
14/07/2021,Andhra Pradesh,18040090,450613,14191112,3848978,
15/07/2021,Andhra Pradesh,18130140,90050,14242409,3887731,
16/07/2021,Andhra Pradesh,18391785,261645,14395270,3996515,
17/07/2021,Andhra Pradesh,18625728,233943,14507747,4117981,
18/07/2021,Andhra Pradesh,18649051,23323,14513706,4135345,
19/07/2021,Andhra Pradesh,18797967,148916,14559126,4238841,
20/07/2021,Andhra Pradesh,19036238,238271,14668281,4367957,
21/07/2021,Andhra Pradesh,19154817,118579,14739379,4415438,
22/07/2021,Andhra Pradesh,19324817,170000,14818721,4506096,
23/07/2021,Andhra Pradesh,19473515,148698,14871831,4601684,
24/07/2021,Andhra Pradesh,19565589,92074,14910329,4655260,
25/07/2021,Andhra Pradesh,19570886,5297,14913421,4657465,
26/07/2021,Andhra Pradesh,20753512,1182626,15733829,5019683,
27/07/2021,Andhra Pradesh,20928087,174575,15829320,5098767,
28/07/2021,Andhra Pradesh,21025625,97538,15860970,5164655,
29/07/2021,Andhra Pradesh,21173255,147630,15906265,5266990,
30/07/2021,Andhra Pradesh,21414613,241358,15950840,5463773,
31/07/2021,Andhra Pradesh,21669393,254780,16096801,5572592,
01/08/2021,Andhra Pradesh,21887210,217817,16301072,5586138,
02/08/2021,Andhra Pradesh,22298933,411723,16567700,5731233,
03/08/2021,Andhra Pradesh,22476139,177206,16676151,5799988,
04/08/2021,Andhra Pradesh,22650260,174121,16786246,5864014,
05/08/2021,Andhra Pradesh,22822334,172074,16889200,5933134,
06/08/2021,Andhra Pradesh,23390303,567969,17319552,6070751,
07/08/2021,Andhra Pradesh,23617219,226916,17477123,6140096,
08/08/2021,Andhra Pradesh,23699006,81787,17531461,6167545,
09/08/2021,Andhra Pradesh,23842895,143889,17628583,6214312,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
16/01/2021,Arunachal Pradesh,81,81,81,0,81
17/01/2021,Arunachal Pradesh,178,97,178,0,178
18/01/2021,Arunachal Pradesh,560,382,560,0,560
19/01/2021,Arunachal Pradesh,574,14,574,0,574
20/01/2021,Arunachal Pradesh,601,27,601,0,601
21/01/2021,Arunachal Pradesh,1154,553,1154,0,1154
22/01/2021,Arunachal Pradesh,1818,664,1818,0,1818
23/01/2021,Arunachal Pradesh,2446,628,2446,0,2446
24/01/2021,Arunachal Pradesh,2529,83,2529,0,2529
25/01/2021,Arunachal Pradesh,3442,913,3442,0,3442
26/01/2021,Arunachal Pradesh,3462,20,3462,0,3462
27/01/2021,Arunachal Pradesh,3998,536,3998,0,3998
28/01/2021,Arunachal Pradesh,5470,1472,5470,0,5470
29/01/2021,Arunachal Pradesh,6106,636,6106,0,6106
30/01/2021,Arunachal Pradesh,6491,385,6491,0,6491
31/01/2021,Arunachal Pradesh,6525,34,6525,0,6525
01/02/2021,Arunachal Pradesh,6668,143,6668,0,6668
02/02/2021,Arunachal Pradesh,6668,0,6668,0,6668
03/02/2021,Arunachal Pradesh,6758,90,6758,0,6758
04/02/2021,Arunachal Pradesh,7785,1027,7785,0,7785
05/02/2021,Arunachal Pradesh,8745,960,8745,0,8745
06/02/2021,Arunachal Pradesh,9288,543,9288,0,9288
07/02/2021,Arunachal Pradesh,9292,4,9292,0,9292
08/02/2021,Arunachal Pradesh,10438,1146,10438,0,10438
09/02/2021,Arunachal Pradesh,10465,27,10465,0,10465
10/02/2021,Arunachal Pradesh,10529,64,10529,0,10529
11/02/2021,Arunachal Pradesh,11372,843,11372,0,11372
12/02/2021,Arunachal Pradesh,12173,801,12173,0,12173
13/02/2021,Arunachal Pradesh,13707,1534,13251,456,13251
14/02/2021,Arunachal Pradesh,13730,23,13274,456,13274
15/02/2021,Arunachal Pradesh,17018,3288,15434,1584,15434
16/02/2021,Arunachal Pradesh,17130,112,15546,1584,15546
17/02/2021,Arunachal Pradesh,17136,6,15552,1584,15552
18/02/2021,Arunachal Pradesh,20421,3285,17389,3032,17389
19/02/2021,Arunachal Pradesh,23982,3561,19872,4110,19872
20/02/2021,Arunachal Pradesh,24238,256,20018,4220,20018
21/02/2021,Arunachal Pradesh,24238,0,20018,4220,20018
22/02/2021,Arunachal Pradesh,26904,2666,21550,5354,21550
23/02/2021,Arunachal Pradesh,28444,1540,22757,5687,22757
24/02/2021,Arunachal Pradesh,28468,24,22781,5687,22781
25/02/2021,Arunachal Pradesh,31209,2741,24649,6560,24649
26/02/2021,Arunachal Pradesh,32865,1656,25903,6962,25903
27/02/2021,Arunachal Pradesh,32865,0,25903,6962,25903
28/02/2021,Arunachal Pradesh,32865,0,25903,6962,25903
01/03/2021,Arunachal Pradesh,32865,0,25903,6962,25903
02/03/2021,Arunachal Pradesh,37490,4625,29841,7649,29841
03/03/2021,Arunachal Pradesh,37937,447,30253,7684,30253
04/03/2021,Arunachal Pradesh,41398,3461,33136,8262,33136
05/03/2021,Arunachal Pradesh,44881,3483,35734,9147,35734
06/03/2021,Arunachal Pradesh,46901,2020,37249,9652,37249
07/03/2021,Arunachal Pradesh,46960,59,37299,9661,37299
08/03/2021,Arunachal Pradesh,49950,2990,39451,10499,39451
09/03/2021,Arunachal Pradesh,41504,-8446,30634,10870,41504
10/03/2021,Arunachal Pradesh,41675,171,30769,10906,41675
11/03/2021,Arunachal Pradesh,44509,2834,32947,11562,44509
12/03/2021,Arunachal Pradesh,46763,2254,34659,12104,46763
13/03/2021,Arunachal Pradesh,48143,1380,35595,12548,48143
14/03/2021,Arunachal Pradesh,48215,72,35654,12561,48215
15/03/2021,Arunachal Pradesh,51378,3163,38085,13293,51378
16/03/2021,Arunachal Pradesh,63404,12026,49653,13751,49653
17/03/2021,Arunachal Pradesh,63870,466,50078,13792,50078
18/03/2021,Arunachal Pradesh,67242,3372,52511,14731,52511
19/03/2021,Arunachal Pradesh,69729,2487,54173,15556,54173
20/03/2021,Arunachal Pradesh,71994,2265,55919,16075,55919
21/03/2021,Arunachal Pradesh,72176,182,56082,16094,56082
22/03/2021,Arunachal Pradesh,75417,3241,58541,16876,58541
23/03/2021,Arunachal Pradesh,77761,2344,60221,17540,60221
24/03/2021,Arunachal Pradesh,77826,65,60269,17557,60269
25/03/2021,Arunachal Pradesh,81124,3298,62868,18256,62868
26/03/2021,Arunachal Pradesh,84011,2887,64976,19035,64976
27/03/2021,Arunachal Pradesh,86161,2150,66980,19181,66980
28/03/2021,Arunachal Pradesh,86274,113,67041,19233,67041
29/03/2021,Arunachal Pradesh,86714,440,67464,19250,67464
30/03/2021,Arunachal Pradesh,88645,1931,68649,19996,68649
31/03/2021,Arunachal Pradesh,88794,149,68791,20003,68791
01/04/2021,Arunachal Pradesh,94722,5928,73266,21456,73266
02/04/2021,Arunachal Pradesh,96882,2160,75047,21835,75047
03/04/2021,Arunachal Pradesh,100734,3852,78114,22620,78114
04/04/2021,Arunachal Pradesh,102608,1874,79783,22825,79783
05/04/2021,Arunachal Pradesh,106688,4080,82757,23931,82757
06/04/2021,Arunachal Pradesh,109164,2476,84581,24583,84581
07/04/2021,Arunachal Pradesh,113682,4518,88000,25682,88000
08/04/2021,Arunachal Pradesh,120397,6715,93106,27291,93106
09/04/2021,Arunachal Pradesh,126463,6066,97939,28524,97939
10/04/2021,Arunachal Pradesh,131302,4839,101756,29546,101756
11/04/2021,Arunachal Pradesh,134976,3674,104975,30001,104975
12/04/2021,Arunachal Pradesh,144137,9161,112551,31586,112551
13/04/2021,Arunachal Pradesh,151848,7711,118825,33023,118825
14/04/2021,Arunachal Pradesh,158012,6164,124312,33700,124312
15/04/2021,Arunachal Pradesh,161160,3148,126950,34210,126950
16/04/2021,Arunachal Pradesh,166632,5472,130812,35820,130812
17/04/2021,Arunachal Pradesh,170756,4124,133947,36809,133947
18/04/2021,Arunachal Pradesh,172614,1858,135342,37272,135342
19/04/2021,Arunachal Pradesh,180287,7673,140794,39493,140794
20/04/2021,Arunachal Pradesh,186002,5715,145098,40904,145098
21/04/2021,Arunachal Pradesh,190466,4464,148680,41786,148680
22/04/2021,Arunachal Pradesh,197443,6977,153966,43477,153966
23/04/2021,Arunachal Pradesh,204501,7058,159167,45334,159167
24/04/2021,Arunachal Pradesh,209180,4679,162665,46515,162665
25/04/2021,Arunachal Pradesh,210335,1155,163535,46800,163535
26/04/2021,Arunachal Pradesh,216717,6382,168174,48543,168174
27/04/2021,Arunachal Pradesh,222085,5368,172178,49907,172178
28/04/2021,Arunachal Pradesh,227853,5768,176888,50965,176888
29/04/2021,Arunachal Pradesh,234677,6824,182123,52554,182123
30/04/2021,Arunachal Pradesh,241423,6746,187103,54320,187103
01/05/2021,Arunachal Pradesh,245524,4101,189910,55614,189910
02/05/2021,Arunachal Pradesh,246580,1056,190514,56066,190514
03/05/2021,Arunachal Pradesh,252527,5947,193841,58686,193841
04/05/2021,Arunachal Pradesh,256929,4402,196476,60453,196476
05/05/2021,Arunachal Pradesh,261968,5039,199517,62451,199517
06/05/2021,Arunachal Pradesh,267741,5773,202965,64776,202965
07/05/2021,Arunachal Pradesh,273182,5441,205709,67473,205709
08/05/2021,Arunachal Pradesh,277640,4458,207746,69894,207746
09/05/2021,Arunachal Pradesh,278983,1343,208414,70569,208414
10/05/2021,Arunachal Pradesh,285021,6038,210862,74159,210862
11/05/2021,Arunachal Pradesh,288821,3800,212600,76221,212600
12/05/2021,Arunachal Pradesh,290786,1965,214210,76576,214210
13/05/2021,Arunachal Pradesh,293469,2683,216168,77301,216168
14/05/2021,Arunachal Pradesh,295034,1565,217389,77645,217389
15/05/2021,Arunachal Pradesh,296640,1606,218759,77881,218759
16/05/2021,Arunachal Pradesh,297055,415,219171,77884,219171
